original_path,quarantine_path,kept_canonical,sha256
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/25 - Britton, R. (1989). Chapter Two - The Missing Link - Parental Sexuality in the Oedipus Complex..pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/25 - Britton, R. (1989). Chapter Two - The Missing Link - Parental Sexuality in the Oedipus Complex..pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/25 - Britton, R. (1989). Chapter Two - The Missing Link - Parental Sexuality in the Oedipus Complex..pdf",bc233eae07b98e2dffd66fccbcf733ac52a77bbd9be1b0e6f74d5bca02e4dde2
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/27 - Stern, D.N. (1998). Non-Interpretive Mechanisms in Psychoanalytic Therapy.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/27 - Stern, D.N. (1998). Non-Interpretive Mechanisms in Psychoanalytic Therapy.pdf","/Users/jm/Clinical/psychodynamic-library/27 - Stern, D.N. (1998). Non-Interpretive Mechanisms in Psychoanalytic Therapy.pdf",7df3b0a7b14f71d792170e52089308cee366eecfe4d2082c77335defdeb02799
"/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/27 - Stern, D.N. (1998). Non-Interpretive Mechanisms in Psychoanalytic Therapy.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/27 - Stern, D.N. (1998). Non-Interpretive Mechanisms in Psychoanalytic Therapy.pdf","/Users/jm/Clinical/psychodynamic-library/27 - Stern, D.N. (1998). Non-Interpretive Mechanisms in Psychoanalytic Therapy.pdf",7df3b0a7b14f71d792170e52089308cee366eecfe4d2082c77335defdeb02799
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/28 - Bick, E. (1968). The Experience of the Skin in Early Object-Relations.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/28 - Bick, E. (1968). The Experience of the Skin in Early Object-Relations.pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/28 - Bick, E. (1968). The Experience of the Skin in Early Object-Relations.pdf",8c61c35ded779e1e1d9faea3cb888c37e9bd7bbf4531e8306fe9278bc3cf8f12
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/31 - Mahler, M.S. (1972). Rapprochement Subphase of the Separation-Individuation Process.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/31 - Mahler, M.S. (1972). Rapprochement Subphase of the Separation-Individuation Process.pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/31 - Mahler, M.S. (1972). Rapprochement Subphase of the Separation-Individuation Process.pdf",b9a0163e9434cd4906d75506015ace6c5f39e74f7e42d3d66fa9051f57a74d34
/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/32 - Bernardi and Eidlin (2018). Thin-skinned or vulnerable narcissism and thick-skinned or grandiose narcissism.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/32 - Bernardi and Eidlin (2018). Thin-skinned or vulnerable narcissism and thick-skinned or grandiose narcissism.pdf,/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/32 - Bernardi and Eidlin (2018). Thin-skinned or vulnerable narcissism and thick-skinned or grandiose narcissism.pdf,45055f13b035f197a151b05e5243e79c784222b0c5597b1125f72e0aaeee2f66
/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/33 - Freud (1914). On narcissism.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/33 - Freud (1914). On narcissism.pdf,/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/33 - Freud (1914). On narcissism.pdf,25c6896b2f50176de6dd91344ecd3d3d3446eed863ab85fb4ecc329cceabcfc4
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/35 - Ferenczi, S. (1949). Confusion of the Tongues Between the Adults and the Child.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/35 - Ferenczi, S. (1949). Confusion of the Tongues Between the Adults and the Child.pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/35 - Ferenczi, S. (1949). Confusion of the Tongues Between the Adults and the Child.pdf",f0f995b5995cdc38207774d462d56878fa42409ff8f29be00dfea4eb26ccd6fb
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/39 - Bergstein, A. (2015). Attacks on Linking or a Drive to Communicate.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/39 - Bergstein, A. (2015). Attacks on Linking or a Drive to Communicate.pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/39 - Bergstein, A. (2015). Attacks on Linking or a Drive to Communicate.pdf",fe4451ea91e0442d797e55e9b7aab4b99386a681c417cd513a952c1910885266
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Articles, Lecture Slides and Handouts/Neuroscience and Psychotherapy/Articles/Miller et al (2020) - Not Dead Yet! –Confronting the Legacy of Dualism in Modern Psychiatry.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Articles, Lecture Slides and Handouts/Neuroscience and Psychotherapy/Articles/Miller et al (2020) - Not Dead Yet! –Confronting the Legacy of Dualism in Modern Psychiatry.pdf",/Users/jm/Clinical/psychodynamic-library/40 - Miller et al (2020). Not Dead Yet! –Confronting the Legacy of Dualism in Modern Psychiatry.pdf,73779da2101e38ec2436527433395dbe4684ac04cba3268a869f50a790287607
/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/40 - Miller et al (2020). Not Dead Yet! –Confronting the Legacy of Dualism in Modern Psychiatry.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/40 - Miller et al (2020). Not Dead Yet! –Confronting the Legacy of Dualism in Modern Psychiatry.pdf,/Users/jm/Clinical/psychodynamic-library/40 - Miller et al (2020). Not Dead Yet! –Confronting the Legacy of Dualism in Modern Psychiatry.pdf,73779da2101e38ec2436527433395dbe4684ac04cba3268a869f50a790287607
/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/40 - Miller et al (2020). Not Dead Yet! –Confronting the Legacy of Dualism in Modern Psychiatry.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/40 - Miller et al (2020). Not Dead Yet! –Confronting the Legacy of Dualism in Modern Psychiatry.pdf,/Users/jm/Clinical/psychodynamic-library/40 - Miller et al (2020). Not Dead Yet! –Confronting the Legacy of Dualism in Modern Psychiatry.pdf,73779da2101e38ec2436527433395dbe4684ac04cba3268a869f50a790287607
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/41 - O'Shaughnessy, E. (1964). The Absent Object. J. Child Psychother.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/41 - O'Shaughnessy, E. (1964). The Absent Object. J. Child Psychother.pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/41 - O'Shaughnessy, E. (1964). The Absent Object. J. Child Psychother.pdf",c7f642d05829f563626d78d95acec53dbda52c2912882deb29fcffc1052e5472
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/42 - Bollas, C. (1979). The Transformational Object. Int. J. Psycho-Anal..pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/42 - Bollas, C. (1979). The Transformational Object. Int. J. Psycho-Anal..pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/42 - Bollas, C. (1979). The Transformational Object. Int. J. Psycho-Anal..pdf",415c74622eed5a487bbaf50dbde284b806fafce55c74346c8df7ef569fd76f30
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/45 - Loewald, H.W. (1960). On the Therapeutic Action of Psycho-Analysis. Int. J. Psycho-Anal.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/45 - Loewald, H.W. (1960). On the Therapeutic Action of Psycho-Analysis. Int. J. Psycho-Anal.pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/45 - Loewald, H.W. (1960). On the Therapeutic Action of Psycho-Analysis. Int. J. Psycho-Anal.pdf",58b2953e16aa50ee4b854355d577dd2491280eea66f85c579acde2be2a4e81a7
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/46 - Raphling, D.L. (1992). Some Vicissitudes of Aggression in the Interpretive Process.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/46 - Raphling, D.L. (1992). Some Vicissitudes of Aggression in the Interpretive Process.pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/46 - Raphling, D.L. (1992). Some Vicissitudes of Aggression in the Interpretive Process.pdf",222d9e4c5839439b6b2cb1c5c575eabe8b33be1a2fa80e60506e23f848b50144
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/48 - Conrad, J. (2021). Drive theory, redux - a history and reconsideration of the drives.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/48 - Conrad, J. (2021). Drive theory, redux - a history and reconsideration of the drives.pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/48 - Conrad, J. (2021). Drive theory, redux - a history and reconsideration of the drives.pdf",6da2c7e3ecb19e15654d2ee126f4827a0316074d94b3645ea0ed398f5cc9dd4d
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/50 - Grotstein, J.S. (1997). Bion, the Pariah of ‘O’.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/50 - Grotstein, J.S. (1997). Bion, the Pariah of ‘O’.pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/50 - Grotstein, J.S. (1997). Bion, the Pariah of ‘O’.pdf",6d3eecc09ed8b9a3cbe4a85994f6dc7df3b8c3fbd8baac079c9802a2241df5fe
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/6 - Feldman, M. (1992). Splitting and Projective Identification.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/6 - Feldman, M. (1992). Splitting and Projective Identification.pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/6 - Feldman, M. (1992). Splitting and Projective Identification.pdf",e3bbcd5eca10715130e97ceddbd9890bfa8a64032e42156179cca57b4b6b6a73
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/7 - Carpy, D.V. (1989). Tolerating the Countertransference.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/7 - Carpy, D.V. (1989). Tolerating the Countertransference.pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/7 - Carpy, D.V. (1989). Tolerating the Countertransference.pdf",20d478d7be8263d514b3615e4f215485232791778a9357a8ff37dba8451c1f55
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/8 - Winnicott, D.W. (1949). Hate in the Counter-Transference. Int. J. Psycho-Anal..pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/8 - Winnicott, D.W. (1949). Hate in the Counter-Transference. Int. J. Psycho-Anal..pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/8 - Winnicott, D.W. (1949). Hate in the Counter-Transference. Int. J. Psycho-Anal..pdf",fe7a73224a31d44ffc34598a93109cc1c412d0f3a796739f9688f8ddd1c619d6
/Users/jm/Clinical/Patient-Resources/New Education Library/schizophrenia/family-guide.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Patient-Resources/New Education Library/schizophrenia/family-guide.md,/Users/jm/Code/reconnect-psychiatry-system/psychoed-library/family/schizophrenia/Schizophrenia_Family_Guide_Extended_FAM.md,fde24ea9e657098bc16051b91b85c311c04d590fea3c51b27ad0b87972f01bed
/Users/jm/Clinical/BHU Annual Fund Brainstorm/Portfolio_FINAL_2026-04-30/03_Small_Requests/11_LGBTQ_Affirming_Kit/02_SBAR.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/BHU Annual Fund Brainstorm/Portfolio_FINAL_2026-04-30/03_Small_Requests/11_LGBTQ_Affirming_Kit/02_SBAR.docx,/Users/jm/Clinical/BHU Annual Fund Brainstorm/Drafts_2026-04-30/SBAR_LGBTQ_AffirmingKit_DRAFT.docx,495747478ab7311b8fc3e2cbf4d1c40f5a0a84baf094a745ad476ec2beab5d0e
/Users/jm/Clinical/BHU Annual Fund Brainstorm/Portfolio_FINAL_2026-04-30/03_Small_Requests/12_Foot_and_Hair_Care/02_SBAR.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/BHU Annual Fund Brainstorm/Portfolio_FINAL_2026-04-30/03_Small_Requests/12_Foot_and_Hair_Care/02_SBAR.docx,/Users/jm/Clinical/BHU Annual Fund Brainstorm/Drafts_2026-04-30/SBAR_FootHairCare_DRAFT.docx,ca93707aba342c6d1cd41fbbb6335a72ee794ea5e15795754295f8820d2889c2
/Users/jm/Clinical/reconnect-video-content/Scripts/05_Layer4_Functional_Engagement.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/reconnect-video-content/Scripts/05_Layer4_Functional_Engagement.md,/Users/jm/Code/reconnect-psychiatry-system/teaching/video-content/Scripts/05_Layer4_Functional_Engagement.md,4278a24c00e2f285b66133f604bd2972a3c1e59490a4942afac3d47cde1ef4e6
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/15 - Blass, R.B. (2001). The Teaching of the Oedipus Complex. Int. J. Psycho-Anal.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/15 - Blass, R.B. (2001). The Teaching of the Oedipus Complex. Int. J. Psycho-Anal.pdf","/Users/jm/Clinical/psychodynamic-library/15 - Blass, R.B. (2001). The Teaching of the Oedipus Complex. Int. J. Psycho-Anal.pdf",589c0e598a08b03ffa083fa1a5a0ca2f25a68d46b5f8ccd84e5694c498c10985
"/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/15 - Blass, R.B. (2001). The Teaching of the Oedipus Complex. Int. J. Psycho-Anal.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/15 - Blass, R.B. (2001). The Teaching of the Oedipus Complex. Int. J. Psycho-Anal.pdf","/Users/jm/Clinical/psychodynamic-library/15 - Blass, R.B. (2001). The Teaching of the Oedipus Complex. Int. J. Psycho-Anal.pdf",589c0e598a08b03ffa083fa1a5a0ca2f25a68d46b5f8ccd84e5694c498c10985
/Users/jm/Clinical/Patient-Resources/New Education Library/bpd/patient-handout.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Patient-Resources/New Education Library/bpd/patient-handout.md,/Users/jm/Code/reconnect-psychiatry-system/psychoed-library/patient-materials/bpd/BPD_Patient_Handout_PAT.md,d5d55365744f3689c44ebf5ec2b6c066f1c045aa9bcdc6edf730ef44a6b74460
/Users/jm/Media/NotebookLM-Audio/whisper-transcripts/Bulletproofing_Dr.txt,/Users/jm/_Dedupe_Quarantine_2026-06-26/Media/NotebookLM-Audio/whisper-transcripts/Bulletproofing_Dr.txt,/Users/jm/Code/reconnect-psychiatry-system/teaching/notebooklm-projects/13_Audio_Overviews/transcripts/Bulletproofing_Dr.txt,9bd42bcb3facca01f1b15d711d52b6214a760624be6a5923804700cc4226a8bc
/Users/jm/Clinical/ED-Psych-Capstone/Capstone-Report/Implementation-Plan.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/ED-Psych-Capstone/Capstone-Report/Implementation-Plan.pdf,/Users/jm/Code/reconnect-psychiatry-system/teaching/ed-psych-capstone/Capstone-Report/Implementation-Plan.pdf,a874893461094b0a69bafe8d9164d8fa2a3232de016cb1e81f0b5f995ceb8185
/Users/jm/Clinical/reconnect-video-content/INDEX.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/reconnect-video-content/INDEX.md,/Users/jm/Code/reconnect-psychiatry-system/teaching/video-content/INDEX.md,ce77e219a9c2a3cc80045e9a6367e3e72f9c2f9068a6a930a3386b898bcaa1f8
/Users/jm/Clinical/reconnect-video-content/QR_SYSTEM_README.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/reconnect-video-content/QR_SYSTEM_README.md,/Users/jm/Code/reconnect-psychiatry-system/teaching/video-content/QR_SYSTEM_README.md,bcb8649ccedc913cf8edcd628e1189d35f630abf2e23b0ed3b10b057e59242be
/Users/jm/Clinical/reconnect-video-content/QUICKSTART.txt,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/reconnect-video-content/QUICKSTART.txt,/Users/jm/Code/reconnect-psychiatry-system/teaching/video-content/QUICKSTART.txt,aed5d2b3aed260446920ebe4119b09dd7f5cb473ce973b8d550aef3006286cb0
/Users/jm/Clinical/reconnect-video-content/Scripts/01_Introduction_to_RSS.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/reconnect-video-content/Scripts/01_Introduction_to_RSS.md,/Users/jm/Code/reconnect-psychiatry-system/teaching/video-content/Scripts/01_Introduction_to_RSS.md,3bb1d3ebdb99437000ad412d5002b63ad81006a624d6b99532bbad244d3d472d
/Users/jm/Clinical/Teaching/Family_Meeting_Didactic_2026/NotebookLM_Package/Clinical_Case_Library.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Teaching/Family_Meeting_Didactic_2026/NotebookLM_Package/Clinical_Case_Library.md,/Users/jm/Clinical/Teaching/Family_Meeting_Didactic_2026/06_Clinical_Case_Library.md,4da104533a7adc635f5f6d4ddde058d0472875836f37ef89eeb2afa062621cc4
/Users/jm/Clinical/reconnect-video-content/Scripts/08_First_Family_Meeting.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/reconnect-video-content/Scripts/08_First_Family_Meeting.md,/Users/jm/Code/reconnect-psychiatry-system/teaching/video-content/Scripts/08_First_Family_Meeting.md,6429b9e3fb18c9a1045598bc0520385103b7d3d1182365940097b5c0254f03ea
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/47 - O'Shaughnessy, E. (1990). Can a Liar be Psychoanalysed.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/PDFs/47 - O'Shaughnessy, E. (1990). Can a Liar be Psychoanalysed.pdf","/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/PDFs/47 - O'Shaughnessy, E. (1990). Can a Liar be Psychoanalysed.pdf",6183c6c3e66bb9c3f3ddd83f01a88997ed92b3882ac7f34385c4367aefd8a082
/Users/jm/Clinical/Patient-Resources/New Education Library/anxiety/patient-handout.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Patient-Resources/New Education Library/anxiety/patient-handout.md,/Users/jm/Code/reconnect-psychiatry-system/psychoed-library/patient-materials/anxiety/Anxiety_Patient_Handout_PAT.md,e7ccf154caf600e8d1bc4acd647bb26856958b737fc02d8af5ffaf1dbaa7cb26
/Users/jm/Clinical/reconnect-video-content/Scripts/03_Layer2_Regulatory_Predictability.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/reconnect-video-content/Scripts/03_Layer2_Regulatory_Predictability.md,/Users/jm/Code/reconnect-psychiatry-system/teaching/video-content/Scripts/03_Layer2_Regulatory_Predictability.md,2994e80630a6bf7290e10d4fcabcd3c0488199608df2fbd11074c5600990097e
/Users/jm/Clinical/reconnect-video-content/Scripts/09_Supporting_Without_Enabling.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/reconnect-video-content/Scripts/09_Supporting_Without_Enabling.md,/Users/jm/Code/reconnect-psychiatry-system/teaching/video-content/Scripts/09_Supporting_Without_Enabling.md,a40dce8b86143f3869ed23419995eb388952d6e3676d09d851a52fcede470d75
/Users/jm/Clinical/ED-Psych-Capstone/Patient-Materials/FAQ-Psychiatric-Admission.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/ED-Psych-Capstone/Patient-Materials/FAQ-Psychiatric-Admission.docx,/Users/jm/Code/reconnect-psychiatry-system/teaching/ed-psych-capstone/Patient-Materials/FAQ-Psychiatric-Admission.docx,63bc15b3940c535e032bc970e818039b529a6f6aca063767f4f6ba04f5a72c39
/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/Recommended year-long psychodynamic reading list for PGY-3s (2021-22).pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Psychodynamic Therapy Reading List/Recommended year-long psychodynamic reading list for PGY-3s (2021-22).pdf,/Users/jm/Clinical/references/Recommended year-long psychodynamic reading list for PGY-3s (2021-22).pdf,1e44c8571e88c55a73dd1a6c9f121f0da3787f38a0ab1c95098443a155aa5ad0
/Users/jm/Gen Psych Resources/Psychodynamic Therapy Reading List/Recommended year-long psychodynamic reading list for PGY-3s (2021-22).pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/Psychodynamic Therapy Reading List/Recommended year-long psychodynamic reading list for PGY-3s (2021-22).pdf,/Users/jm/Clinical/references/Recommended year-long psychodynamic reading list for PGY-3s (2021-22).pdf,1e44c8571e88c55a73dd1a6c9f121f0da3787f38a0ab1c95098443a155aa5ad0
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/EARLIER VERSIONS:WORK/2026-06-09_MaineHealth-Dinner/05-rssm-diagram/RSSM-Diagram.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/EARLIER VERSIONS:WORK/2026-06-09_MaineHealth-Dinner/05-rssm-diagram/RSSM-Diagram.pdf,/Users/jm/Code/reconnect-psychiatry-system/docs/project-management/Psychiatry-Unit-Education/06-external-meetings/2026-06-09_MaineHealth-Dinner/05-rssm-diagram/RSSM-Diagram.pdf,1f58cfa2997510255cc9ad38110ef3b0651953ba6ae09fa15d0181eff161756d
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/05_Interactive_Companion.html,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/05_Interactive_Companion.html,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/deploy-site/index.html,db035e6c9e7a106ce66dfc03943f6e1bc7d9807fb2c30cec3f38c9c1980ce74b
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/05_Interactive_Companion.html,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/05_Interactive_Companion.html,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/deploy-site/index.html,db035e6c9e7a106ce66dfc03943f6e1bc7d9807fb2c30cec3f38c9c1980ce74b
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/deploy-site/index.html,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/deploy-site/index.html,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/deploy-site/index.html,db035e6c9e7a106ce66dfc03943f6e1bc7d9807fb2c30cec3f38c9c1980ce74b
/Users/jm/Clinical/NEW PSYCH PROJECT MANAGEMENT/Psychiatry Unit/Education/06-external-meetings/send-to-Gogineni/Family_Communication_Framework_Quick_Reference.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/NEW PSYCH PROJECT MANAGEMENT/Psychiatry Unit/Education/06-external-meetings/send-to-Gogineni/Family_Communication_Framework_Quick_Reference.pdf,/Users/jm/Code/reconnect-psychiatry-system/docs/project-management/Psychiatry-Unit-Education/06-external-meetings/send-to-Gogineni/Family_Communication_Framework_Quick_Reference.pdf,e82034f9955d55ba1e0830bce265157acad9a9adae55b9f92f18f34ea15d83ef
/Users/jm/Clinical/Teaching/Family-Communication-Framework-Quick-Reference.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Teaching/Family-Communication-Framework-Quick-Reference.pdf,/Users/jm/Code/reconnect-psychiatry-system/docs/project-management/Psychiatry-Unit-Education/06-external-meetings/send-to-Gogineni/Family_Communication_Framework_Quick_Reference.pdf,e82034f9955d55ba1e0830bce265157acad9a9adae55b9f92f18f34ea15d83ef
"/Users/jm/Gen Psych Resources/PGY3 Psychotherapy Seminar/Articles, Lecture Slides and Handouts/Development Lectures/Adulthood and aging/Adult development slides.pdf","/Users/jm/_Dedupe_Quarantine_2026-06-26/Gen Psych Resources/PGY3 Psychotherapy Seminar/Articles, Lecture Slides and Handouts/Development Lectures/Adulthood and aging/Adult development slides.pdf",/Users/jm/Gen Psych Resources/Adult development slides.pdf,bf14e56460d557e9ae5b2b63bd4ee91c3352c9f36133b5425c826a38b778e3bf
