id,status,category,type,difficulty,high_yield,competency,source_pages,stem,options,answer_key,answer_text,why,pearl,evidence
qb_per_005,attested,personality,sba,1,True,pharm;safety,t_personality.md,A 27-year-old woman with borderline personality disorder is admitted following a suicide attempt by overdose. The treating team is considering starting lorazepam to help manage her emotional lability and distress between therapy sessions. Which evidence-based statement most accurately characterizes this plan?,"A. Benzodiazepines should not be started or escalated for BPD symptoms or crisis distress — they are associated with the highest risk of attempted or completed suicide of any psychotropic class studied in this population and worsen disinhibition. | B. A short 5-day lorazepam course is safe — the risk only applies to chronic outpatient benzodiazepine use, not brief inpatient administration. | C. Benzodiazepines are acceptable in BPD when prescribed at the lowest effective dose — the risk-benefit ratio favors treatment for acute distress. | D. Lorazepam is first-line for BPD crisis management — emotional lability is its primary pharmacological target.",A,Benzodiazepines should not be started or escalated for BPD symptoms or crisis distress — they are associated with the highest risk of attempted or completed suicide of any psychotropic class studied in this population and worsen disinhibition.,"Inpatient benzos safe short-term, Low dose = safe, and Benzo for BPD emotional dysregulation all lead to starting a contraindicated drug class. The page is explicit: 'Never start or escalate benzodiazepines in BPD — highest risk of attempted or completed suicide of any class (Lieslehto 2023); reach for skills, not pills.'","Never start or escalate benzodiazepines for BPD symptoms or crisis distress — they carry the highest suicide risk of any psychotropic class in this population; use skills, not pills.","t_personality.md — Never start or escalate benzodiazepines in BPD — highest risk of attempted or completed suicide of any psychotropic class studied in BPD (HR 1.61, 95% CI 1.45–1.78; Lieslehto 2023) and worsen disinhibition."
qb_per_006,attested,personality,sba,2,False,psychosocial;management,t_personality.md,"A patient with borderline personality disorder has been admitted for one week. Day-shift nurses describe her as 'demanding and exhausting,' while night-shift nurses call her 'our most engaged patient.' The team recognizes this as splitting. Which response most directly addresses the splitting dynamic?","A. Have the primary clinician confront the patient with both accounts of her behavior — addressing the pattern directly will reduce the manipulative splitting. | B. Bring the divergent staff perceptions to the next team meeting; establish a unified care plan with consistent limits, shared documentation, and identical responses from all staff. | C. Rotate staff assignments so different nurses interact with the patient each shift, preventing any single staff member from becoming the 'good' or 'bad' object. | D. Document the staff disagreement in the chart as evidence of inconsistent care quality and file a milieu management concern.",B,"Bring the divergent staff perceptions to the next team meeting; establish a unified care plan with consistent limits, shared documentation, and identical responses from all staff.","Confront the patient, Rotation reduces splitting, and Document the disagreement all fail the unified-team response. The source states: 'Apply consistent, transparent limit-setting and communicate as a unified team — shared notes and handoffs blunt splitting.' Bringing divergent perceptions to rounds is the clinical intervention.","Splitting in BPD is treated by team unity — shared notes, consistent limits, and bringing divergent perceptions to rounds; confronting the patient or rotating staff backfires.","t_personality.md — Apply consistent, transparent limit-setting and communicate as a unified team — shared notes and handoffs blunt splitting and prevent staff from being divided into 'good' and 'bad.' Bring observed splitting or team-division to rounds so the plan stays unified."
qb_per_003,attested,personality,sba,2,False,safety,t_personality.md,"A 24-year-old woman with borderline personality disorder has had 6 psychiatric admissions in the past 2 years, each following an episode of suicidal ideation and non-suicidal self-injury after an interpersonal rupture. She describes ongoing passive suicidal ideation at baseline. Tonight she is calm, the relationship dispute that triggered this admission has somewhat resolved, and her self-harm behaviors have decreased. How should the team conceptualize the discharge planning?","A. She should be admitted as long as suicidal ideation is present — admission ends only when suicidal ideation resolves completely. | B. Discharge should be planned now that the acute crisis has resolved — her chronic suicidality is managed primarily through collaborative safety planning and outpatient therapy, not serial acute admissions. | C. Transfer to a long-term residential program is the appropriate step — repeated admissions indicate that outpatient treatment has failed. | D. Increase the frequency of psychiatric medications — the recurrent admissions indicate inadequate pharmacotherapy.",B,"Discharge should be planned now that the acute crisis has resolved — her chronic suicidality is managed primarily through collaborative safety planning and outpatient therapy, not serial acute admissions.","Admission until SI resolves, Repeated admissions = step up, and Polypharmacy for BPD all fail to apply the chronic-vs-acute distinction. The page is explicit: 'For chronic suicidality, collaborative safety planning is often preferable to repeated or prolonged admission, which can reinforce the hospital as the primary coping strategy.' Discharge planning after acute-on-chronic resolution is the correct frame.","Chronic BPD suicidality ≠ acute crisis — distinguish the baseline from escalation; safety planning + outpatient DBT, not serial admissions, manage the chronic pattern.","t_personality.md — For chronic suicidality, collaborative safety planning is often preferable to repeated or prolonged admission, which can reinforce the hospital as the primary coping strategy."
qb_per_004,attested,personality,sba,3,False,dx,t_personality.md,"A 31-year-old woman with a documented BPD diagnosis is admitted with severe depressive symptoms, inability to get out of bed, anhedonia, and new passive suicidal ideation. A third-year student says, 'She has BPD — this is probably just her mood lability.' The attending asks the student to reflect on this reasoning. What is the specific error in this approach?",A. BPD should not be diagnosed in women under 35 — the patient's age makes the diagnosis questionable. | B. The student should have assessed self-harm first before considering mood symptoms. | C. BPD mood lability is transient and identity-driven; sustained anhedonia and neurovegetative symptoms over days are fully explained by BPD dysregulation and do not warrant evaluation for superimposed major depression. | D. The student is using diagnostic overshadowing — attributing the depressive symptoms to the BPD diagnosis and under-investigating a potentially treatable mood episode; a BPD diagnosis does not protect a patient from also having major depression.,D,The student is using diagnostic overshadowing — attributing the depressive symptoms to the BPD diagnosis and under-investigating a potentially treatable mood episode; a BPD diagnosis does not protect a patient from also having major depression.,"Age-based BPD exclusion and Sequence error miss the core error. Option C is the error itself in clinical clothing — its accurate opening (BPD mood lability is transient and reactive) is used to license the false conclusion that sustained anhedonia and neurovegetative symptoms need no evaluation for superimposed major depression; key D names that error and its mechanism. The page calls this 'the cardinal error: diagnostic overshadowing — letting a personality label cause you to under-treat a real, acute, treatable illness.'","Diagnostic overshadowing in BPD: never let a personality diagnosis suppress investigation of a treatable comorbid mood, psychotic, or substance disorder.","t_personality.md — The cardinal error is diagnostic overshadowing: letting a personality label cause you to under-treat a real, acute, treatable illness. A BPD diagnosis does not protect a patient from also having a serious mood, psychotic, or medical condition."
qb_cdev_001,attested,childdev,sba,1,True,dx;next-step,t_neurodev.md,"A 22-year-old man with autism spectrum disorder and intellectual disability who lives in a group home is admitted for acute behavioral escalation — he became agitated and hit a staff member after a change in his daily routine. A nurse says, 'He has ASD — this is probably just how he behaves.' Which response reflects the correct clinical approach?","A. Agree — behavioral escalation is expected in ASD and does not require further workup. | B. New behavioral escalation in a patient with ASD or ID earns a medical workup — diagnostic overshadowing (assuming new behavior is just the developmental disorder) is the cardinal error; screen for pain, constipation, infection, dental problems, and medication effects before attributing to baseline. | C. Start risperidone immediately — it is FDA-approved for autism and will treat the behavioral dyscontrol. | D. Contact the group home about the routine change — environmental causes are the only plausible explanation for behavioral escalation in ASD.",B,"New behavioral escalation in a patient with ASD or ID earns a medical workup — diagnostic overshadowing (assuming new behavior is just the developmental disorder) is the cardinal error; screen for pain, constipation, infection, dental problems, and medication effects before attributing to baseline.","Baseline dismissal, Medication before assessment, and Environmental cause only all skip the foundational step. The page's first pearl: 'Diagnostic overshadowing is the cardinal error — new symptoms in ASD/ID earn a workup, not a shrug.' Behavior is communication; medical drivers must be excluded before attributing to baseline or starting a psychotropic.","Diagnostic overshadowing in ASD/ID: new behavioral escalation always earns a workup for pain, constipation, infection, dental issues, and medications before attributing to baseline.","t_neurodev.md — Diagnostic overshadowing is the cardinal error — new symptoms in ASD/ID earn a workup, not a shrug. Behavior is communication; look for pain and medical drivers before sedation."
qb_cdev_002,attested,childdev,sba,2,False,pharm,t_neurodev.md,An 18-year-old with autism spectrum disorder is admitted for aggressive behavior. His parents ask if medication can 'help with his autism.' The team considers starting risperidone. Which statement about the pharmacological target of risperidone in ASD is most accurate?,"A. Risperidone is FDA-approved to improve the core social-communication deficits of autism, including eye contact, reciprocal conversation, and restricted interests. | B. Risperidone is effective for all ASD-related behavioral symptoms when used at sufficient doses — including social withdrawal, repetitive behaviors, and communication deficits. | C. Risperidone and aripiprazole are FDA-approved for irritability and aggression associated with autism — they do not treat the core social-communication features; target symptoms must be explicitly defined, and metabolic monitoring is required. | D. Risperidone is a first-line agent for all behaviors in any patient with autism regardless of severity — it should be started prophylactically to prevent aggression.",C,"Risperidone and aripiprazole are FDA-approved for irritability and aggression associated with autism — they do not treat the core social-communication features; target symptoms must be explicitly defined, and metabolic monitoring is required.","Antipsychotic treats core ASD features, Sufficient dose treats all features, and Prophylactic antipsychotic all misstate the indication. The page is specific: 'Risperidone and aripiprazole are FDA-approved for irritability/aggression associated with autism (they do NOT treat the core social-communication features), so target symptoms explicitly, monitor metabolically, and avoid reflexive standing antipsychotics.'",Risperidone/aripiprazole treat autism-associated irritability/aggression (FDA-approved) — they do NOT treat core social-communication features; always document the target symptom.,"t_neurodev.md — Antipsychotics (risperidone, aripiprazole) treat autism-associated irritability, not the core social-communication features."
qb_cdev_003,attested,childdev,sba,3,False,dx,t_neurodev.md,"A 16-year-old boy with a childhood diagnosis of ADHD is admitted following his first episode of several days of markedly decreased sleep, grandiosity, pressured speech, and impulsive behavior. His parents report that his ADHD has 'always been there' but this episode is 'completely different.' His Vanderbilt score from 3 years ago documented inattention and hyperactivity across home and school settings. Which interpretation is most accurate?","A. This is undertreated ADHD — intensifying stimulant therapy will address the behavioral escalation. | B. The childhood ADHD diagnosis rules out bipolar disorder — the two cannot co-occur. | C. The decreased sleep, grandiosity, and pressured speech are likely stimulant side effects from his ADHD medications — reduce the dose and reassess before considering a mood diagnosis. | D. ADHD is chronic and cross-situational from childhood; episodic presentations with mood elevation, decreased need for sleep, and grandiosity are mood or substance flags, not ADHD exacerbations — this clinical picture warrants a first manic episode evaluation, not a stimulant adjustment.",D,"ADHD is chronic and cross-situational from childhood; episodic presentations with mood elevation, decreased need for sleep, and grandiosity are mood or substance flags, not ADHD exacerbations — this clinical picture warrants a first manic episode evaluation, not a stimulant adjustment.","ADHD intensification for episodic change and ADHD excludes bipolar both apply the wrong clinical framework. Option C is also incorrect: the stem never establishes stimulant treatment, and several days of decreased need for sleep, grandiosity, and pressured speech constitute a manic syndrome rather than a stimulant side effect — the correct move is a first manic episode evaluation now (holding any stimulant), not a dose reduction with a deferred mood assessment. The page explicitly states: 'ADHD is chronic, pervasive, and cross-situational from childhood; mania is episodic with mood elevation, decreased need for sleep, and grandiosity — episodic ADHD-like symptoms are a mood or substance flag.'","ADHD is chronic and cross-situational from childhood; a new episodic presentation with decreased sleep, grandiosity, and pressured speech is a first manic episode flag — not an ADHD exacerbation.","t_neurodev.md — ADHD is chronic, pervasive, and cross-situational from childhood; mania is episodic with mood elevation, decreased need for sleep, and grandiosity. Episodic 'ADHD-like' symptoms are a mood or substance flag."
qb_cdev_004,attested,childdev,sba,2,False,dx,t_neurodev.md,"A 26-year-old man with autism spectrum disorder is admitted by his group home for a change in behavior. Over the past 10 days he has become mute, stopped eating, and is found in fixed postures for hours at a time. He previously spoke in simple sentences and was active in daily activities. Which diagnosis must be actively evaluated?","A. Worsening autism — the increase in stereotyped behaviors and withdrawal represents a regression to a lower developmental level. | B. Treatment-resistant depression — the mutism and akinesia reflect severe depression refractory to prior treatment. | C. Neuroleptic malignant syndrome — posturing and immobility indicate a drug reaction if the patient is on an antipsychotic. | D. Catatonia — new mutism, fixed posturing, and immobility in an autistic patient represent catatonia until proven otherwise; catatonia is under-recognized in ASD and requires specific evaluation and treatment.",D,"Catatonia — new mutism, fixed posturing, and immobility in an autistic patient represent catatonia until proven otherwise; catatonia is under-recognized in ASD and requires specific evaluation and treatment.","Regression = autism worsening, Mutism = severe depression, and NMS by default all bypass the specific catatonia recognition task. The page explicitly calls out: 'Catatonia is under-recognized in autistic patients — look for it.' New mutism, immobility, and posturing in a previously communicative autistic adult is the classic presentation — it requires a catatonia evaluation (Bush-Francis scale), not dismissal as regression.","Catatonia is under-recognized in ASD — new mutism, fixed posturing, and immobility in an autistic patient = catatonia evaluation, not regression or depression attribution.","t_neurodev.md — Catatonia in autism — under-recognized and important; new mutism, immobility, posturing, or stupor in an autistic patient should prompt a catatonia evaluation."
qb_rel_003,attested,relational,relational,1,True,psychosocial,motivational_interviewing.md,"A student is seeing a 38-year-old man who is admitted after an alcohol-related incident — his second alcohol-related admission this year. When the student mentions concerns about his drinking, the patient says, 'Look, I drink to handle stress — I don't have a problem. Everyone drinks.' The student's instinct is to explain why the drinking is dangerous and list the health consequences. Which response best reflects motivational interviewing?","A. 'That label isn't the point — and it sounds like work stress has been really heavy lately. You've ended up here twice this year. What's your take on that?' [Rolling with resistance, reflecting back the fact without argument, then opening with a genuine question] | B. 'Your liver enzymes are elevated and your blood pressure is high — the data clearly show that alcohol is harming you.' [Presenting the medical evidence directly to motivate change] | C. 'I think you should stop drinking entirely — it's the only way to protect your health.' [A clear recommendation from the clinician] | D. 'Would you be willing to try an abstinence contract for the next 30 days — just to see if you feel better?' [Proposing a behavior change target]",A,"'That label isn't the point — and it sounds like work stress has been really heavy lately. You've ended up here twice this year. What's your take on that?' [Rolling with resistance, reflecting back the fact without argument, then opening with a genuine question]","The righting reflex, Advice without readiness, and Planning before evoking all push the patient into a defensive position. MI's core insight: 'People talk themselves into change. Your job is not to supply the arguments but to evoke the patient's own reasons.' Rolling with resistance and reflecting the ambiguity without arguing is the MI move.","Resist the righting reflex — don't argue for change; roll with resistance, reflect change talk, and let the patient articulate their own reasons.",motivational_interviewing.md — The one idea: People talk themselves into change. Your job is not to supply the arguments (the 'righting reflex' — resist it) but to evoke the patient's own reasons. Pushing usually produces sustain talk; curiosity produces change talk.
qb_rel_004,attested,relational,relational,2,False,management;psychosocial,family_modalities.md,A family asks the treatment team what they can do during their loved one's hospitalization for schizophrenia to help with recovery. The team is considering whether to invest the time in a formal family meeting. Which argument best supports making structured family psychoeducation the default approach?,"A. Family involvement is primarily a courtesy — it improves patient satisfaction but has no measurable impact on relapse rates. | B. Families frequently refuse structured family meetings, so the effort should be reserved for families who specifically request it. | C. Family psychoeducation is the highest-evidence family intervention — it led 11 models for 12-month relapse prevention (Rodolico et al., Lancet Psychiatry 2022; 90 RCTs) with an NNT of 7 (Pharoah, Cochrane 2010; 53 RCTs); dose matters: ≤2 sessions is ineffective, with NICE recommending ≥10 sessions over ≥3 months. | D. Family involvement should wait until the patient is stable — in the acute phase, it increases stimulation and worsens psychosis.",C,"Family psychoeducation is the highest-evidence family intervention — it led 11 models for 12-month relapse prevention (Rodolico et al., Lancet Psychiatry 2022; 90 RCTs) with an NNT of 7 (Pharoah, Cochrane 2010; 53 RCTs); dose matters: ≤2 sessions is ineffective, with NICE recommending ≥10 sessions over ≥3 months.","Family work = courtesy, Patient/family refusal as barrier, and Stability first all undermine the evidence-based standard. Family psychoeducation has NNT 7 for 12-month relapse prevention — one of the strongest NNTs in inpatient psychiatry. The dose requirement (≥10 sessions over ≥3 months) means starting the work during the admission and securing the outpatient continuation.",Family psychoeducation for schizophrenia: NNT 7 for 12-month relapse prevention; ≥10 sessions over ≥3 months; dose matters — start during admission.,"family_modalities.md — NNT 7 — treat seven families to prevent one relapse (Pharoah, Cochrane 2010; 53 RCTs). Dose matters: ≤2 sessions is ineffective; NICE recommends ≥10 sessions over ≥3 months."
qb_rel_005,attested,relational,relational,2,False,psychosocial,motivational_interviewing.md,A student is using the MI readiness ruler with a patient who has poorly controlled diabetes and drinks heavily. He rates the importance of cutting back alcohol as '4 out of 10.' Which follow-up question best uses the readiness ruler to elicit change talk?,A. 'You said 4 — why not a 2? What keeps it that high?' [Evoking the patient's own reasons for change by asking why the number isn't even lower] | B. 'Why isn't your number higher? You should care more about your health.' [Naming the mismatch between the rating and the clinical severity] | C. 'That's a 4 — you're clearly not ready to change right now. Let's talk about something else.' [Accepting the score and moving on] | D. 'A 4 means ambivalence — let's complete a full decisional balance worksheet together right now.' [Shifting to a structured CBT exercise],A,'You said 4 — why not a 2? What keeps it that high?' [Evoking the patient's own reasons for change by asking why the number isn't even lower],"Confrontational reflect, Score = readiness fixed, and Decisional balance as MI all bypass the evocative purpose of the readiness ruler. The MI readiness ruler follow-up sequence: '...why not a 2?' forces change talk by asking the patient to articulate why they're not lower. 'What would move you from a 4 to a 6?' explores the next steps. Both are evocative, not confrontational.","MI readiness ruler: after the patient rates importance (e.g., 4/10), ask 'why not a 2?' — this forces the patient to articulate their own change talk rather than pushing your reasons.",motivational_interviewing.md — A 30-second tool: the readiness ruler. 'You said 4 — why not a 2?' (forces change talk). 'What would move you from a 4 to a 6?'
qb_rel_006,attested,relational,relational,2,False,management;psychosocial,family_modalities.md,"The family of a patient with schizophrenia is described in the chart as 'high expressed emotion' — high criticism and high emotional over-involvement. The resident says, 'We can't do much about the family climate — it's just how they are.' Which response is most evidence-based?","A. Agree — expressed emotion is a fixed family trait that does not respond to clinical intervention. | B. High EE only predicts relapse in schizophrenia, not in other psychiatric illnesses — it is not relevant beyond psychosis. | C. High EE is a family problem but not a clinical problem — it is outside the scope of inpatient psychiatric intervention. | D. Expressed emotion (EE) substantially raises relapse odds — roughly doubling to quintupling across studies (Butzlaff & Hooley 1998) — while family warmth is protective, but EE is modifiable through behavioral family therapy and family psychoeducation, making the family climate a tractable clinical target.",D,"Expressed emotion (EE) substantially raises relapse odds — roughly doubling to quintupling across studies (Butzlaff & Hooley 1998) — while family warmth is protective, but EE is modifiable through behavioral family therapy and family psychoeducation, making the family climate a tractable clinical target.","EE is fixed, EE = schizophrenia only, and EE = out of scope all represent clinical fatalism about a modifiable variable. The page states EE 'roughly doubles to quintuples relapse odds depending on the study (Butzlaff & Hooley 1998 meta-analysis), while family warmth is protective — and family climate is modifiable, which is why meetings help lower it.'",Expressed emotion (EE) substantially raises relapse odds (roughly doubling to quintupling across studies; Butzlaff & Hooley 1998) and is MODIFIABLE — behavioral family therapy and psychoeducation specifically target and reduce it; EE is a tractable clinical problem.,"family_modalities.md — Expressed emotion: high-EE roughly doubles to quintuples relapse odds depending on the study (Butzlaff & Hooley 1998 meta-analysis), while family warmth is protective. Family climate is modifiable — meetings help lower it."
qb_rel_007,attested,relational,relational,1,True,safety,brief_psychotherapy.md,A 27-year-old woman is being discharged after a suicidal crisis. The resident asks her to 'sign a contract that she won't hurt herself.' The student wonders whether this is the evidence-based approach. Which response reflects the current standard?,"A. Yes — a no-suicide contract is the gold standard for discharge safety planning; it establishes a binding commitment to safety. | B. Yes — contracts are more legally protective for the clinician than safety plans, which is why they are standard at discharge. | C. No — a collaborative safety plan (Stanley-Brown model) is the evidence-based tool; no-suicide contracts have no supporting evidence and can create false reassurance that displaces genuine clinical assessment. | D. Neither approach has evidence — rely on clinical judgment and family support for suicidal patients at discharge.",C,No — a collaborative safety plan (Stanley-Brown model) is the evidence-based tool; no-suicide contracts have no supporting evidence and can create false reassurance that displaces genuine clinical assessment.,"Contract = gold standard, Contract = legal protection, and No evidence either way all misrepresent the evidence. The brief psychotherapy page explicitly states: 'Abandon no-suicide contracts — they don't work.' Safety planning (Stanley-Brown) with follow-up reduces suicidal behaviors by approximately 50%.","Safety planning (Stanley-Brown) with follow-up ≈ 50% fewer suicidal behaviors — abandon no-suicide contracts, which have no evidence and create false reassurance.",brief_psychotherapy.md — Safety planning (Stanley-Brown) + crisis response planning: Safety Planning Intervention with follow-up ≈ 50% fewer suicidal behaviors (Stanley 2018); abandon no-suicide 'contracts' — they don't work.
qb_rel_008,attested,relational,relational,2,False,management,brief_psychotherapy.md,"A 52-year-old man with severe depression is withdrawn, stays in bed all day, and says 'nothing matters anymore.' The student asks how to perform a brief psychotherapy intervention given a 15-minute window. Which approach is most appropriate for this presentation?","A. Behavioral activation — schedule one small, specific valued activity for today; this is the highest-yield, lowest-cognitive-demand inpatient move for behavioral shutdown. | B. Psychodynamic interpretation — explore the unconscious drivers of the behavioral withdrawal during this session. | C. Prolonged exposure — begin reliving any traumatic experiences that may underlie the depression. | D. Wait for medication to take effect before beginning any psychotherapy — behavioral shutdown is too severe for psychotherapy engagement.",A,"Behavioral activation — schedule one small, specific valued activity for today; this is the highest-yield, lowest-cognitive-demand inpatient move for behavioral shutdown.","Insight therapy for shutdown, PE for depression, and Medication before psychotherapy all mismatch mechanism to technique. The brief psychotherapy table: 'Withdrawn, inactive, anhedonic — behavioral shutdown → reach for behavioral activation (BA): schedule one small, valued activity. Superior to TAU for depression (SMD −0.78) and anxiety, on par with CBT; lowest cognitive demand → best inpatient fit.'","Behavioral activation is the highest-yield, lowest-effort inpatient move for the shutdown depressed patient — schedule one small valued activity; it requires no cognitive engagement.","brief_psychotherapy.md — Behavioral activation (BA) — schedule one small, valued activity. Superior to TAU for depression (SMD −0.78) and anxiety (−0.33), on par with CBT; lowest cognitive demand → best inpatient fit."
qb_rel_009,attested,relational,relational,2,False,management,brief_psychotherapy.md,"A patient with recurrent MDD completed three individual therapy sessions during an 8-day hospitalization. At discharge, the student writes in the note: 'CBT skills taught inpatient; patient discharged with psychotherapy complete.' The attending asks the student to reconsider the framing. Which is more accurate?","A. The note is accurate — three CBT sessions is the evidence-based minimum for inpatient psychotherapy, and the skills have been transferred. | B. Inpatient psychotherapy starts the work and secures the handoff — the discharge note should name the specific therapeutic thread started, identify the named outpatient clinician who will continue it, and make the handoff explicit. | C. Psychotherapy is an outpatient intervention — inpatient therapy has no meaningful impact and should not be documented as a treatment component. | D. Three CBT sessions is sufficient only if the patient was 'CBT-naive' — if she had prior CBT, the inpatient work is redundant.",B,"Inpatient psychotherapy starts the work and secures the handoff — the discharge note should name the specific therapeutic thread started, identify the named outpatient clinician who will continue it, and make the handoff explicit.","Example: 'BA for behavioral shutdown' is the specific thread; naming the clinician prevents the work from being dropped at discharge. Three sessions = complete, Inpatient therapy = ineffective, and Prior CBT = redundant all miss the purpose. The page: 'The skill is to read the mechanism driving this patient's crisis right now and match one brief technique to it — then hand the work off to outpatient care.' 'Write the handoff so the outpatient clinician can continue the thread — the point of inpatient therapy is to start it and secure the follow-up.'","Inpatient psychotherapy starts the thread and secures the handoff — document the technique, name the outpatient clinician, and make the handoff explicit; it does not complete treatment.",brief_psychotherapy.md — Write the handoff so the outpatient clinician can continue the thread — the point of inpatient therapy is to start it and secure the follow-up.
qb_rel_010,attested,relational,relational,3,False,management,family_modalities.md,"The treatment team reviews its data and finds that structured family meetings occurred in only 8% of admissions over the past year, despite family members being available and willing in most cases. The team discusses why. Which explanation is most consistent with the literature?","A. Families of inpatient psychiatric patients predominantly refuse to participate in structured family meetings when offered. | B. Structured family work requires >90 minutes per family — the time investment is prohibitive in an acute inpatient setting. | C. The main barrier to family psychoeducation being delivered is clinician avoidance — structured family work is available to the minority of families who receive it largely because of clinician behavior, not family behavior. | D. Insurance authorization is the dominant barrier — family meetings require separate billing codes that are denied in most health systems.",C,"The main barrier to family psychoeducation being delivered is clinician avoidance — structured family work is available to the minority of families who receive it largely because of clinician behavior, not family behavior.","Family refusal, Time as primary barrier, and Billing as dominant barrier all attribute the gap to external factors. The literature finding is counterintuitive and important: 'Reaches a minority of families — structured family work is delivered in only ~0–53% of cases (historically <10%), and the main barrier is clinician avoidance, not patient refusal (Dixon 1999; Eassom 2014).' This is a clinician self-awareness finding.","The main barrier to family psychoeducation in inpatient psychiatry is clinician avoidance, not patient or family refusal — the gap is a clinician behavior problem.","family_modalities.md — Reaches a minority of families — structured family work is delivered in only ~0–53% of cases (historically <10%), and the main barrier is clinician avoidance, not patient refusal (Dixon 1999; Eassom 2014)."
qb_rel_011,attested,relational,relational,2,False,psychosocial,brief_psychotherapy.md,"A 24-year-old woman with BPD cuts herself on the unit. The charge nurse says, 'Document it and flag it. Don't talk to her about it — it just encourages the behavior.' The student wonders about the evidence-based approach. Which response is most accurate?","A. The nurse is right — direct conversation about self-harm incidents reinforces the behavior by providing attention; the clinical standard is documentation without engagement. | B. The appropriate response is immediate medication review — self-harm indicates the current regimen is inadequate. | C. Place the patient on 1:1 observation and restrict milieu privileges pending a formal incident review — the safety breach requires an institutional response before therapeutic engagement resumes. | D. A chain analysis — walking the sequence of antecedents, emotions, and behaviors with the patient non-punitively — turns the incident into a clinical formulation and a coping plan; this is the DBT standard and replaces documentation-only or punitive responses.",D,"A chain analysis — walking the sequence of antecedents, emotions, and behaviors with the patient non-punitively — turns the incident into a clinical formulation and a coping plan; this is the DBT standard and replaces documentation-only or punitive responses.","Engagement reinforces behavior, Self-harm = medication failure, and Punitive documentation all fail to apply the DBT-informed clinical standard. The page states: 'Chain analysis replaces a punitive response to self-harm — understand the behavior, don't just document it.' The chain analysis is a brief, structured, non-punitive conversation about what preceded the self-harm that turns the incident into a formulation.","After self-harm: chain analysis (non-punitive, with the patient) replaces documentation-only or punitive responses — it transforms the incident into a formulation and a coping plan.","brief_psychotherapy.md — Chain analysis — walk the sequence with the patient, non-punitively. Turns an incident into a formulation and a plan; core DBT move. Chain analysis replaces a punitive response to self-harm — understand the behavior, don't just document it."
qb_rel_012,attested,relational,relational,2,False,management;psychosocial,family_modalities.md,A 32-year-old man with alcohol use disorder has refused treatment for 2 years. His wife is desperate to help and asks the team what she can do. The team is considering a traditional confrontational intervention approach. Which family therapy modality is specifically evidence-based for this scenario?,"A. CRAFT (Community Reinforcement and Family Training) — the family member changes her own behavior in specific ways that reduce the reinforcement of drinking and increase the appeal of treatment-seeking, without confrontation or blame. | B. Structural family therapy (Minuchin) — the focus is on realigning the roles and boundaries in the marriage to reduce the enabling dynamic. | C. A family confrontation (traditional intervention) — bringing family and friends together to confront the patient with consequences is the most evidence-based approach. | D. Emotionally focused therapy (EFT) — addressing the attachment disruption in the marriage will resolve the motivational impasse for the patient.",A,"CRAFT (Community Reinforcement and Family Training) — the family member changes her own behavior in specific ways that reduce the reinforcement of drinking and increase the appeal of treatment-seeking, without confrontation or blame.","Structural for substance refusal, Confrontational intervention, and EFT for treatment refusal all apply less-specific frameworks. CRAFT is the specific modality: 'the family changes its own behavior to invite treatment — no blame.' It trains the wife to use behavioral strategies (reinforcing non-drinking behavior, withdrawing reinforcement of drinking, using teachable moments) that increase the patient's engagement with treatment.","CRAFT: the family changes its OWN behavior to invite treatment — no blame, no confrontation; evidence-based for families of treatment-refusing people with SUD.",family_modalities.md — CRAFT (Community Reinforcement & Family Training): the family changes its own behavior to invite treatment — no blame.
qb_rel_013,attested,relational,relational,3,False,management,brief_psychotherapy.md,A quality-improvement team wants to identify the single inpatient psychological intervention with the strongest readmission-prevention evidence. Which intervention has the hardest numbers?,"A. Safety planning (Stanley-Brown) — approximately 50% fewer suicidal behaviors. | B. Psychoeducation — the hardest inpatient numbers for readmission prevention: readmission NNT 5 (Xia, Cochrane 2011) and relapse NNT 9; and it costs nothing except time. | C. Behavioral activation — the most evidence-based inpatient psychological intervention for any condition. | D. Problem-solving therapy (PST) — NNT 12 for repeat self-harm re-presentation.",B,"Psychoeducation — the hardest inpatient numbers for readmission prevention: readmission NNT 5 (Xia, Cochrane 2011) and relapse NNT 9; and it costs nothing except time.","Safety planning hardest numbers, BA = strongest overall, and PST hardest numbers each reference real evidence for different outcomes. For readmission prevention specifically, psychoeducation's NNT 5 is the standout: 'Psychoeducation has the hardest inpatient numbers (readmission NNT 5) — and it's free.' This is the quality-improvement answer.","Psychoeducation has the hardest inpatient readmission numbers: NNT 5 (Xia, Cochrane 2011) — the highest-evidence, lowest-cost psychological intervention for preventing readmission.",brief_psychotherapy.md — Psychoeducation has the hardest inpatient numbers (readmission NNT 5) — and it's free.
